OtherPlace_ID,OtherPlace_Name,OtherPlace_Type,OtherPlace_City,OtherPlace_Region
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101253,Museo Annibale Di Francia,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Messina,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sicilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104868,"Madonna della Pietà, Chiesa",Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Serravalle_di_Chienti,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/106579,Museo della Fondazione Whitaker,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Marsala,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sicilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107179,Seminario diocesano,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Chiavari,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/110891,San Michele Arcangelo - Catacombe,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/L_Aquila,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Abruzzo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103141,Camposanto monumentale,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pisa,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20204,Necropoli rupestre di San Giuliano,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Barbarano_Romano,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/111300,Castello  Orsini - Cesi - Borghese,Villa o Palazzo di interesse storico o artistico,http://dati.beniculturali.it/mibact/luoghi/resource/City/San_Polo_dei_Cavalieri,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/110389,Parco archeologico di Dometaia,Parco Archeologico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Colle_di_Val_d_Elsa,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103345,Area archeologica di Antas (tempio punico romano),Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Fluminimaggiore,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sardegna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20469,Chiesa di Santa Maria di Cartignano,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bussi_sul_Tirino,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Abruzzo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101321,Tesoro della Cattedrale di Palermo,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Palermo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sicilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/110173,Area archeologica Castelluccio,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Rignano_sull_Arno,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104606,Cantina della sfida,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Barletta,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Puglia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107189,Palazzo comitale,Villa o Palazzo di interesse storico o artistico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Cogorno,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/106548,Palazzo Besta,Villa o Palazzo di interesse storico o artistico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Teglio,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103401,Area archeologica delle terme romane,Parco Archeologico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Fordongianus,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sardegna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/106318,Monastero di Torba,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Gornate-Olona,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103111,Orto botanico Pania di Corfino,Parco o Giardino di interesse storico o artistico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Villa_Collemandina,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/145284,Parco Archeologico medievale di Mileto antica,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Mileto,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104809,Cantiere tipo di lavoro,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Novate_Mezzola,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104780,Chiesa di San Lorenzo,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Gottolengo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104102,Musei sistini del Piceno - Museo di arte sacra di Castignano,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Castignano,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101522,Cimitero storico dei Cappuccini,Monumento Funerario,http://dati.beniculturali.it/mibact/luoghi/resource/City/Roma,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20533,Parco Poesia Pascoli - Museo Casa Pascoli,Monumento,http://dati.beniculturali.it/mibact/luoghi/resource/City/San_Mauro_Pascoli,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/106584,Ducea di Nelson,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bronte,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sicilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20508,Castello di Serralunga d'Alba,Architettura Fortificata,http://dati.beniculturali.it/mibact/luoghi/resource/City/Serralunga_d_Alba,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Piemonte
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/7152,Ecomuseo della Montagna Pistoiese − Insediamento Medievale dell’Acquerino,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pistoia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/123674,Cimitero monumentale americano,Monumento Funerario,http://dati.beniculturali.it/mibact/luoghi/resource/City/Nettuno,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20373,Ipogeo dei Volumni e Necropoli del Palazzone,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Perugia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Umbria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103156,Torre campanaria pendente,Monumento,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pisa,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105350,Frantoio ipogeo di Via Borgo,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Giurdignano,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Puglia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103957,Mausoleo delle Fosse Ardeatine,Monumento Funerario,http://dati.beniculturali.it/mibact/luoghi/resource/City/Roma,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102892,Fonte della fata morgana - Ninfeo di Villa Vecchietti,Villa o Palazzo di interesse storico o artistico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bagno_a_Ripoli,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20021,Faro Porto Vecchio,Monumento,http://dati.beniculturali.it/mibact/luoghi/resource/City/Crotone,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103782,Museo di arte contemporanea Giuseppe e Titina Dal Verme,Architettura Fortificata,http://dati.beniculturali.it/mibact/luoghi/resource/City/Zavattarello,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20125,"Area archeologica ""S. Pietro degli Schiavoni""",Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Brindisi,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Puglia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104531,Casale del Giardino,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Roma,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107894,Teatro comunale Malatesta,Architettura Civile,http://dati.beniculturali.it/mibact/luoghi/resource/City/Montefiore_Conca,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102226,Domus dei tappeti di pietra,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Ravenna,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107946,Teatro sociale di Finale Emilia,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Finale_Emilia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100460,Uffizio di porto,Architettura Civile,http://dati.beniculturali.it/mibact/luoghi/resource/City/Loano,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102644,Statua colossale di San Carlo,Monumento,http://dati.beniculturali.it/mibact/luoghi/resource/City/Arona,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Piemonte
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/110694,Scavi archeologici di Pava,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/San_Giovanni_d_Asso,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/106417,Museo armi antiche Fosco Baboni,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Castellucchio,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107973,Teatro Amintore Galli (Ex Vittorio Emanuele II),Architettura Civile,http://dati.beniculturali.it/mibact/luoghi/resource/City/Rimini,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107172,Cartiera Sbaraggia,Monumento di Archeologia Industriale,http://dati.beniculturali.it/mibact/luoghi/resource/City/Mele,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/106582,Museo della civiltà contadina e Grotte Museo di Sperlinga,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Sperlinga,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sicilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/7051,Villa Borghese,Parco o Giardino di interesse storico o artistico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Roma,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20749,Abbazia di San Severo e Martirio,Monumento,http://dati.beniculturali.it/mibact/luoghi/resource/City/Orvieto,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Umbria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/137983,Castello di Milazzo,Architettura Fortificata,http://dati.beniculturali.it/mibact/luoghi/resource/City/Milazzo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sicilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104881,Grotte della cattedrale,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Urbino,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20063,Villa di Orazio,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Licenza,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104377,Camminamenti e fortificazioni delle cinte murarie,Architettura Fortificata,http://dati.beniculturali.it/mibact/luoghi/resource/City/Palmanova,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104475,Centro socio-culturale,Architettura Civile,http://dati.beniculturali.it/mibact/luoghi/resource/City/Niscemi,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sicilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108302,Museo archeologico di Santa Severina,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Santa_Severina,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/7093,Parco Archeologico Broglio,Parco Archeologico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Trebisacce,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104421,Cronoscala,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Casacalenda,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Molise
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20162,Parco archeologico dei Campi Flegrei - Parco archeologico sommerso di Baia,Parco Archeologico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bacoli,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100627,Molin de pezol' - Sezione territorio - Istituto culturale ladino,Architettura Civile,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pozza_di_Fassa,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Trentino-Alto_Adige
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103348,Miniera di Monteponi - Galleria Villamarina,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Iglesias,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sardegna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103118,Castello Malaspina,Architettura Fortificata,http://dati.beniculturali.it/mibact/luoghi/resource/City/Massa,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20191,Palazzo Altieri,Villa o Palazzo di interesse storico o artistico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Oriolo_Romano,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20284,Museo delle navi romane di Nemi,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Nemi,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/106550,Villa Romana e Antiquarium,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Desenzano_del_Garda,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20622,Teatro romano e Area archeologica dell'antica Cales,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Calvi_Risorta,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104777,Chiesa della Natività di Maria Vergine,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Gottolengo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104145,Musei sistini del Piceno - Museo vescovile di Rotella,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Rotella,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108534,Teatro ellenistico-romano di Sarno,Monumento,http://dati.beniculturali.it/mibact/luoghi/resource/City/Sarno,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101329,Area archeologica e Antiquarium di Solunto,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Santa_Flavia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sicilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107208,Sinagoga di Genova,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Genova,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107948,Teatro di Villa Raggio,Architettura Civile,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pontenure,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20460,Chiostro dello Scalzo,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Firenze,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/138094,Complesso Monumentale di San Francesco d'Assisi,Monumento,http://dati.beniculturali.it/mibact/luoghi/resource/City/Cosenza,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101600,Piccolo museo delle anime del Purgatorio,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Roma,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108511,Teatro antico di Neapolis,Monumento,http://dati.beniculturali.it/mibact/luoghi/resource/City/Napoli,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/122187,Parco Letterario Quasimodo di Roccalumera,Parco o Giardino di interesse storico o artistico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Roccalumera,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sicilia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102042,Villa Saffi,Villa o Palazzo di interesse storico o artistico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Forli,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20015,Faro Capo d'Armi,Monumento,http://dati.beniculturali.it/mibact/luoghi/resource/City/Motta_San_Giovanni,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104445,Acquedotto Romano Formina,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Narni,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Umbria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108125,Teatro dei Riuniti,Architettura Civile,http://dati.beniculturali.it/mibact/luoghi/resource/City/Umbertide,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Umbria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/110895,Santuario della Madonna delle Grazie,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Teramo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Abruzzo
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104746,Torre dei caduti,Monumento,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bergamo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/135125,Istituto Centrale per la Patologia degli Archivi e del Libro,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Roma,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102953,Sala del Perugino,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Firenze,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103872,Area di Selene,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Lanusei,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sardegna
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/131573,Casale fortificato di Balsignano,Architettura Fortificata,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bari,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Puglia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20444,Comprensorio archeologico di Santa Croce in Gerusalemme,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Roma,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100845,Castello Sarriod de la Tour,Architettura Fortificata,http://dati.beniculturali.it/mibact/luoghi/resource/City/Saint-Pierre,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Valle_d_Aosta_Vallee_d_Aoste
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107188,Forte dell’Annunziata,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Ventimiglia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20076,Area archeologica di Comeana - Tumuli di Montefortini e Boschetti,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Carmignano,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104164,Museo del Convento di Santa Chiara,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Camerino,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20020,Palazzo degli Uffici di Taurianova,Monumento,http://dati.beniculturali.it/mibact/luoghi/resource/City/Taurianova,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108050,Basilica di Santa Maria degli Angeli,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Assisi,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Umbria
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108197,Parco archeologico di Paestum e Velia - Area archeologica del Santuario di Hera alla Foce del Sele,Area Archeologica,http://dati.beniculturali.it/mibact/luoghi/resource/City/Capaccio_Paestum,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20116,Parco archeologico di Pompei - Area archeologica di Pompei,Parco Archeologico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pompei,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103022,Forte stella,Architettura Fortificata,http://dati.beniculturali.it/mibact/luoghi/resource/City/Monte_Argentario,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20734,Parco archeologico del Colosseo - Colosseo. Anfiteatro Flavio,Monumento,http://dati.beniculturali.it/mibact/luoghi/resource/City/Roma,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100240,Kleine Berlin,Altro,http://dati.beniculturali.it/mibact/luoghi/resource/City/Trieste,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105414,Palazzo ducale di Sabbioneta,Architettura Civile,http://dati.beniculturali.it/mibact/luoghi/resource/City/Sabbioneta,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20517,Castello di Conversano,Monumento,http://dati.beniculturali.it/mibact/luoghi/resource/City/Conversano,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Puglia
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20466,Chiesa di Santa Maria Maggiore di Venezia,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Venezia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Veneto
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/110893,Chiesa di Santa Maria del Lago,Chiesa o edificio di culto,http://dati.beniculturali.it/mibact/luoghi/resource/City/Moscufo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Abruzzo
