Museum_ID,Museum_Name,Museum_City,Museum_Region,Museum_Latitude,Museum_Longitude
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100624,Museo della centrale idroelettrica di Serso,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pergine_Valsugana,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Trentino-Alto_Adige,46.06174,11.23696
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103670,Ecomuseo della Cascina Grazzanello,http://dati.beniculturali.it/mibact/luoghi/resource/City/Mairago,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia,45.25333,9.562781
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103897,"Museo didattico della riserva - Riserva naturale incisioni rupestri di Ceto, Cimbergo e Paspardo",http://dati.beniculturali.it/mibact/luoghi/resource/City/Ceto,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia,46.012028,10.352962
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/106291,Associazione Amici del Museo di scienze naturali Belvi',http://dati.beniculturali.it/mibact/luoghi/resource/City/Belvi,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sardegna,39.95884,9.183654
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103578,Museo Casa del Podestà,http://dati.beniculturali.it/mibact/luoghi/resource/City/Lonato_del_Garda,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia,45.461323,10.485811
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100222,Museo etnografico della casa carsica - Kraska Hisa,http://dati.beniculturali.it/mibact/luoghi/resource/City/Monrupino,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia,45.722443,13.79176
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108262,Museo civico di Crotone,http://dati.beniculturali.it/mibact/luoghi/resource/City/Crotone,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria,39.081635,17.131773
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102299,"Casa museo ""Trullo sovrano""",http://dati.beniculturali.it/mibact/luoghi/resource/City/Alberobello,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Puglia,40.787357,17.235407
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101397,Museo storico bonifaciano del Lazio meridionale,http://dati.beniculturali.it/mibact/luoghi/resource/City/Anagni,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,41.7428,13.160602
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20751,Abbazia di Pomposa e Museo pomposiano,http://dati.beniculturali.it/mibact/luoghi/resource/City/Codigoro,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,44.831486,12.176168
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104927,Museo dell’Abbazia di Morimondo,http://dati.beniculturali.it/mibact/luoghi/resource/City/Morimondo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia,45.352222,8.954469
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103450,Museo S. Pantaleo (Martis),http://dati.beniculturali.it/mibact/luoghi/resource/City/Martis,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sardegna,40.81629,8.833281
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104978,Museo pinacoteca della magnifica comunità di Fiemme,http://dati.beniculturali.it/mibact/luoghi/resource/City/Cavalese,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Trentino-Alto_Adige,46.29159,11.459631
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100068,Palazzo d'Avalos - Musei civici,http://dati.beniculturali.it/mibact/luoghi/resource/City/Vasto,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Abruzzo,42.111843,14.70951
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103420,Museo del cavallino della giara,http://dati.beniculturali.it/mibact/luoghi/resource/City/Genoni,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sardegna,39.79469,9.006934
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101187,Museo storico - Castello Nelson,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bronte,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sicilia,37.78835,14.830666
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/114318,"Museo nazionale ""Memoriale Giuseppe Garibaldi""",http://dati.beniculturali.it/mibact/luoghi/resource/City/La_Maddalena,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sardegna,41.216015,9.46221
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/111617,Parco archeologico-industriale e Museo della zolfara di Lercara Friddi,http://dati.beniculturali.it/mibact/luoghi/resource/City/Lercara_Friddi,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sicilia,37.74942,13.597106
