Museum_ID,Museum_Name,Museum_City,Museum_Region,Museum_Latitude,Museum_Longitude,Ticket_Cost
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104572,Torrione del Risorgimento,http://dati.beniculturali.it/mibact/luoghi/resource/City/Budrio,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,44.538147,11.534703,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104187,Museo della storia postale dei Monti Azzurri,http://dati.beniculturali.it/mibact/luoghi/resource/City/Loro_Piceno,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche,43.16714,13.41563,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100354,Museo ebraico di Genova,http://dati.beniculturali.it/mibact/luoghi/resource/City/Genova,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria,44.41239,8.941828,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104307,Le Collezioni d’arte di Palazzo Montani Antaldi,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pesaro,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche,43.908627,12.908286,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100339,"Civico museo marinaro ""Gio Bono Ferrari""",http://dati.beniculturali.it/mibact/luoghi/resource/City/Camogli,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria,44.34693,9.156932,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100355,Archivio del regista Aldo Trionfo,http://dati.beniculturali.it/mibact/luoghi/resource/City/Genova,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria,44.408432,8.932927,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101898,Ecomuseo del fiordo di furore,http://dati.beniculturali.it/mibact/luoghi/resource/City/Furore,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania,40.61883,14.55316,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103993,Antiquarium documentario di Monte Adranone e sito archeologico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Sambuca_di_Sicilia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sicilia,37.64727,13.110744,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105544,Raccolta del Dipartimento di fisiologia umana e generale,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bologna,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,44.498466,11.356243,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104940,"Museo civico archeologico ""R.Lamrechts""",http://dati.beniculturali.it/mibact/luoghi/resource/City/Artena,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,41.742767,12.911145,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105665,Museo delle tradizioni popolari di Canepina,http://dati.beniculturali.it/mibact/luoghi/resource/City/Canepina,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,42.381863,12.230836,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100484,Galleria civica d'arte contemporanea,http://dati.beniculturali.it/mibact/luoghi/resource/City/Casacalenda,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Molise,41.740425,14.848242,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102328,Museo della fabbrica di San Domenico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Molfetta,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Puglia,41.204525,16.593925,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101905,Museo archeologico provinciale dell’Agro Nocerino,http://dati.beniculturali.it/mibact/luoghi/resource/City/Nocera_Inferiore,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania,40.746094,14.642815,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105517,Museo civico archeologico di Campagnano,http://dati.beniculturali.it/mibact/luoghi/resource/City/Campagnano_di_Roma,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,42.138935,12.381099,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102147,Museo archeologico della Valtidone,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pianello_Val_Tidone,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,44.948685,9.404417,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101897,"Fototeca ""I segni del tempo""",http://dati.beniculturali.it/mibact/luoghi/resource/City/Felitto,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania,40.373405,15.243548,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107921,"Museo della bicicletta ""G. Cimurri""",http://dati.beniculturali.it/mibact/luoghi/resource/City/Reggio_nell_Emilia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,44.695995,10.626667,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101791,Museo del Sannio,http://dati.beniculturali.it/mibact/luoghi/resource/City/Benevento,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania,41.130447,14.781174,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105522,Museo storico dell’arma dei Carabinieri,http://dati.beniculturali.it/mibact/luoghi/resource/City/Roma,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,41.90627,12.459034,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102003,Museo civico di Buda (Medicina),http://dati.beniculturali.it/mibact/luoghi/resource/City/Medicina,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,44.479702,11.63924,Free Entry
