Museum_City,Ticket_Cost,Count
http://dati.beniculturali.it/mibact/luoghi/resource/City/Catanzaro,8.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cattolica_Eraclea,4.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cave,3.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cavriana,2.50,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cedegolo,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cefalu,2.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Celano,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cellere,3.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cerchio,2.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Ceriale,2.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cermes_Tscherms,6.50,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cerveno,2.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cerveteri,10.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cervo,2.00,2
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cesenatico,2.00,2
http://dati.beniculturali.it/mibact/luoghi/resource/City/Ceto,3.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Chiaramonte_Gulfi,1.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Chiaramonte_Gulfi,4.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Chiavari,3.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Chiavenna,4.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Chieri,16.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Chieti,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Chiusa_Klausen,4.00,2
http://dati.beniculturali.it/mibact/luoghi/resource/City/Chiusi,6.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cingoli,4.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Citta_della_Pieve,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cividale_del_Friuli,10.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cividale_del_Friuli,6.00,2
http://dati.beniculturali.it/mibact/luoghi/resource/City/Civitavecchia,3.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Civitella_Alfedena,3.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Civitella_del_Tronto,3.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Clauzetto,4.50,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Coccaglio,6.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cocquio-Trevisago,1.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Codigoro,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cogne,2.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Colle_San_Magno,2.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Colle_di_Val_d_Elsa,8.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Collecchio,5.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Collecchio,7.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Colleferro,2.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Colorno,3.50,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Comacchio,4.50,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Comacchio,7.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Como,10.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Como,4.00,4
http://dati.beniculturali.it/mibact/luoghi/resource/City/Compiano,8.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Contessa_Entellina,2.00,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Conversano,5.00,3
