Museum_ID,Museum_Name,Museum_City,Museum_Region,Ticket_Cost
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100185,Museo lapidario del duomo di S. Eufemia,http://dati.beniculturali.it/mibact/luoghi/resource/City/Grado,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101511,Museo dello sbarco alleato-22 gennaio 1944,http://dati.beniculturali.it/mibact/luoghi/resource/City/Nettuno,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107938,Museo di ecologia,http://dati.beniculturali.it/mibact/luoghi/resource/City/Meldola,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100283,Ecomuseo delle acque del gemonese,http://dati.beniculturali.it/mibact/luoghi/resource/City/Gemona_del_Friuli,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/111027,Museo archeologico C.da Ronzo,http://dati.beniculturali.it/mibact/luoghi/resource/City/Calanna,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101416,"Museo ""Ada e Giuseppe Marchetti Longhi""",http://dati.beniculturali.it/mibact/luoghi/resource/City/Fumone,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103639,Museo del lino,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pescarolo_ed_Uniti,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107996,Museo del disco d'epoca,http://dati.beniculturali.it/mibact/luoghi/resource/City/Sogliano_al_Rubicone,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103524,Museo del Monastero di San Giacomo,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pontida,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104085,"Museo dei fossili ""Don Giuseppe Mattiacci""",http://dati.beniculturali.it/mibact/luoghi/resource/City/Serra_San_Quirico,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/107957,Museo dei burattini Fondazione Famiglia Sarzi,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bagnolo_in_Piano,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103672,Museo storico artistico Morando Bolognini,http://dati.beniculturali.it/mibact/luoghi/resource/City/Sant_Angelo_Lodigiano,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/122972,Museo civico di Palazzo Romagnoli,http://dati.beniculturali.it/mibact/luoghi/resource/City/Forli,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104246,Museo dell’arciconfraternita del SS. Cuore di Gesù,http://dati.beniculturali.it/mibact/luoghi/resource/City/Tolentino,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/105453,Museo diocesano del Duomo,http://dati.beniculturali.it/mibact/luoghi/resource/City/Larino,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Molise,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/102547,Museo dell'Abbazia di San Dalmazzo di Pedona,http://dati.beniculturali.it/mibact/luoghi/resource/City/Borgo_San_Dalmazzo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Piemonte,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101651,Museo Padre Felice Rossetti di arte moderna,http://dati.beniculturali.it/mibact/luoghi/resource/City/Viterbo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103542,Museo parrocchiale d'arte sacra,http://dati.beniculturali.it/mibact/luoghi/resource/City/Zanica,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/150669,Ecomuseo Val Resia,http://dati.beniculturali.it/mibact/luoghi/resource/City/Resia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101474,Museo dei Beni Ecclesiastici,http://dati.beniculturali.it/mibact/luoghi/resource/City/Rieti,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103811,Museo d'arte moderna Pagani,http://dati.beniculturali.it/mibact/luoghi/resource/City/Castellanza,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lombardia,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/104243,Museo del Santuario di San Nicola,http://dati.beniculturali.it/mibact/luoghi/resource/City/Tolentino,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101820,Museo civico di Sant'Arpino,http://dati.beniculturali.it/mibact/luoghi/resource/City/Sant_Arpino,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100017,Casa museo G. Mazzarino,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pescina,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Abruzzo,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/117277,Museo Mineralogico,http://dati.beniculturali.it/mibact/luoghi/resource/City/Brosso,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Piemonte,Free Entry
