Entity_ID,Entry_Price
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102024_Base,"8,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100354_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100335_Riduzione,"3,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20531_Riduzione,"4,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107858_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101490_Base,"3,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20439_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/105184_Base,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101989_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20532_Riduzione,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103597_Base,"9,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103779_Riduzione,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/108198_Riduzione,14.0
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/106471_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102066_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20172_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20468_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/106091_Base,"4,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/135313_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/104693_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/105082_Riduzione,"4,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103394_Riduzione,"3,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20049_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100365_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107232_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20261_Base,"6,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103562_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102025_Base,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/104900_Riduzione,"4,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20254_Riduzione,"4,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/106553_Base,"3,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/111189_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/104285_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103406_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101982_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103722_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/104602_Base,"2,50"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/136488_Base,"14,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103185_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/106548_Base,"4,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103700_Riduzione,"8,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107986_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100296_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102575_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103927_Riduzione,"2,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100179_Base,"6,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/104275_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101353_Riduzione,"8,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20256_Riduzione,"10,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/110824_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/108144_Riduzione,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107838_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/106128_Base,"1,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103952_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100460_Base,"6,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/117204_Base,"6,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103816_Base,"1,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102172_Base,"7,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107928_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102900_Riduzione,"3,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100528_Base,"9,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/111640_Riduzione,2.0
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/106877_Base,"10,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100317_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103798_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20259_Riduzione,"5,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/110837_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100656_Riduzione,"7,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/118674_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101439_Base,"3,80"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103332_Base,"4,00"
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/106461_Base,Gratuito
