Museum_City,Count
http://dati.beniculturali.it/mibact/luoghi/resource/City/Buonconvento,3
http://dati.beniculturali.it/mibact/luoghi/resource/City/Burgos,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Busachi,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Busana,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Busca,2
http://dati.beniculturali.it/mibact/luoghi/resource/City/Buscemi,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Buseto_Palizzolo,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Busseto,3
http://dati.beniculturali.it/mibact/luoghi/resource/City/Bussoleno,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Busto_Arsizio,3
http://dati.beniculturali.it/mibact/luoghi/resource/City/Buttrio,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cabras,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Caderzone_Terme,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Caggiano,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cagli,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cagliari,19
http://dati.beniculturali.it/mibact/luoghi/resource/City/Calangianus,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Calanna,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Calasetta,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Calcata,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Caldaro_sulla_strada_del_vino_Kaltern_an_der_Weinstrasse,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Caldarola,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Calenzano,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Calice_Ligure,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Calice_al_Cornoviglio,3
http://dati.beniculturali.it/mibact/luoghi/resource/City/Calimera,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Calitri,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Calolziocorte,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Caltagirone,3
http://dati.beniculturali.it/mibact/luoghi/resource/City/Caltanissetta,2
http://dati.beniculturali.it/mibact/luoghi/resource/City/Calvi_dell_Umbria,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Calvisano,1
http://dati.beniculturali.it/mibact/luoghi/resource/City/Camaiore,2
http://dati.beniculturali.it/mibact/luoghi/resource/City/Cambiano,1
