Entity_ID,Entry_Price
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/112123_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/136283_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107110_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100394_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/20536_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101932_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101536_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/108543_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101342_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/103548_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101793_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/110818_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107880_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102128_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/7054_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107204_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101853_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107988_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107191_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/153409_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101447_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/117102_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/107159_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/106201_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102058_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100044_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/101901_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/100351_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/102729_Base,Gratuito
http://dati.beniculturali.it/mibact/luoghi/resource/PriceSpecification/106892_Base,Gratuito
