Archive_ID,Archive_Name,Archive_City,Archive_Region,Archive_Latitude,Archive_Longitude,Ticket_Cost
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/158253,Archivio di Stato di Bologna,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bologna,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,41.86956,12.568359,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20706,Archivio di Stato di Belluno,http://dati.beniculturali.it/mibact/luoghi/resource/City/Belluno,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Veneto,46.13688,12.219967,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/116716,Archivio di Stato di Cosenza,http://dati.beniculturali.it/mibact/luoghi/resource/City/Cosenza,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria,39.291817,16.260363,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20688,Archivio di Stato di Pesaro-Urbino,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pesaro,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche,43.913143,12.907632,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/126369,Archivio di Stato di Venezia,http://dati.beniculturali.it/mibact/luoghi/resource/City/Venezia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Veneto,45.43846,12.326616,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/123698,Archivio di Stato di Rieti,http://dati.beniculturali.it/mibact/luoghi/resource/City/Rieti,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,42.40484,12.85913,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20698,Archivio di Stato di Gorizia,http://dati.beniculturali.it/mibact/luoghi/resource/City/Gorizia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia,45.949993,13.621326,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/126370,Archivio di Stato di Vibo Valentia,http://dati.beniculturali.it/mibact/luoghi/resource/City/Vibo_Valentia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria,45.82864,10.098383,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/135677,Archivio di Stato di Perugia. Sezione di Gubbio,http://dati.beniculturali.it/mibact/luoghi/resource/City/Gubbio,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Umbria,43.352547,12.576854,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20110,Archivio di Stato di Vicenza. Sezione di Bassano del Grappa,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bassano_del_Grappa,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Veneto,45.76381,11.736915,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/122334,Archivio di Stato di Perugia,http://dati.beniculturali.it/mibact/luoghi/resource/City/Perugia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Umbria,43.10703,12.391462,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/116658,Archivio di Stato di Chieti. Sezione di Lanciano,http://dati.beniculturali.it/mibact/luoghi/resource/City/Lanciano,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Abruzzo,42.222633,14.384823,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/116651,Archivio di Stato di Campobasso,http://dati.beniculturali.it/mibact/luoghi/resource/City/Campobasso,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Molise,41.56199,14.659993,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/116634,Archivio di Stato di Alessandria,http://dati.beniculturali.it/mibact/luoghi/resource/City/Alessandria,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Piemonte,44.91333,8.625687,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/110810,Archivio di Stato di Biella,http://dati.beniculturali.it/mibact/luoghi/resource/City/Biella,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Piemonte,45.56464,8.049731,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/108550,Archivio di Stato di Napoli,http://dati.beniculturali.it/mibact/luoghi/resource/City/Napoli,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Campania,40.848297,14.259622,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/116717,Archivio di Stato di Cosenza. Sezione di Castrovillari,http://dati.beniculturali.it/mibact/luoghi/resource/City/Castrovillari,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria,39.809044,16.207563,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/135676,Archivio di Stato di Perugia. Sezione di Assisi,http://dati.beniculturali.it/mibact/luoghi/resource/City/Assisi,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Umbria,43.070557,12.615787,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/113140,Archivio di Stato di Arezzo,http://dati.beniculturali.it/mibact/luoghi/resource/City/Arezzo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana,43.463284,11.879634,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/116653,Archivio di Stato di Catania. Sezione di Caltagirone,http://dati.beniculturali.it/mibact/luoghi/resource/City/Caltagirone,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sicilia,37.22468,14.51886,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20686,Archivio di Stato di Pesaro-Urbino. Sezione di Urbino,http://dati.beniculturali.it/mibact/luoghi/resource/City/Urbino,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche,43.674824,12.514355,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20004,Archivio di stato di Oristano,http://dati.beniculturali.it/mibact/luoghi/resource/City/Oristano,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Sardegna,39.90618,8.588387,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/121584,Archivio di Stato di Lucca,http://dati.beniculturali.it/mibact/luoghi/resource/City/Lucca,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana,43.84421,10.504594,Free Entry
