Library_ID,Library_Name,Library_City,Library_Region,Library_Latitude,Library_Longitude,Ticket_Cost
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/113127,Biblioteca nazionale Marciana - Sale monumentali e Ridotti dei Procuratori,http://dati.beniculturali.it/mibact/luoghi/resource/City/Venezia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Veneto,45.434067,12.334472,25.00
