Archive_ID,Archive_Name,Archive_City,Archive_Region,Ticket_Cost
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/126356,Archivio di Stato dell'Aquila,http://dati.beniculturali.it/mibact/luoghi/resource/City/L_Aquila,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Abruzzo,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20685,Archivio di Stato di Pescara,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pescara,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Abruzzo,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/6868,Archivio di Stato di Pistoia. Sezione di Pescia,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pescia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/126372,Archivio di Stato di Viterbo,http://dati.beniculturali.it/mibact/luoghi/resource/City/Viterbo,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Lazio,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/145986,Archivio di Stato di Verbania,http://dati.beniculturali.it/mibact/luoghi/resource/City/Verbania,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Piemonte,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20681,Archivio di Stato di Verona,http://dati.beniculturali.it/mibact/luoghi/resource/City/Verona,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Veneto,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/136277,Archivio di Stato di Matera,http://dati.beniculturali.it/mibact/luoghi/resource/City/Matera,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Basilicata,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/136283,Archivio di Stato di Reggio Calabria. Sezione di Palmi,http://dati.beniculturali.it/mibact/luoghi/resource/City/Palmi,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Calabria,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/20711,Archivio di Stato di Ancona,http://dati.beniculturali.it/mibact/luoghi/resource/City/Ancona,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Marche,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/127086,Archivio di Stato di Firenze,http://dati.beniculturali.it/mibact/luoghi/resource/City/Firenze,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/103147,Domus mazziniana,http://dati.beniculturali.it/mibact/luoghi/resource/City/Pisa,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Toscana,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/100439,Archivio della fotografia,http://dati.beniculturali.it/mibact/luoghi/resource/City/La_Spezia,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/154896,Archivio Storico Regione Liguria,http://dati.beniculturali.it/mibact/luoghi/resource/City/Genova,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Liguria,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/150879,Villa Vicentini Miniussi,http://dati.beniculturali.it/mibact/luoghi/resource/City/Ronchi_dei_Legionari,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Friuli-Venezia_Giulia,Free Entry
http://dati.beniculturali.it/mibact/luoghi/resource/CulturalInstituteOrSite/101958,Collezione storica ATC Bologna,http://dati.beniculturali.it/mibact/luoghi/resource/City/Bologna,http://dati.beniculturali.it/mibact/luoghi/resource/Region/Emilia-Romagna,Free Entry
